Chromosome	Start	End	NA	Strand
NCR3LG1	chr11	17351800	17377341	NA	+
KCNJ11	chr11	17365172	17389331	NA	-
USH1C	chr11	17493895	17544416	NA	-
SERGEF	chr11	17788048	18013047	NA	-
SAAL1	chr11	18069935	18106087	NA	-
HPS5	chr11	18278668	18322198	NA	-
GTF2H1	chr11	18322295	18367045	NA	+
LDHA	chr11	18394560	18408425	NA	+
TSG101	chr11	18468336	18526951	NA	-
UEVLD	chr11	18529609	18588747	NA	-
SPTY2D1OS	chr11	18588781	18610255	NA	+
SPTY2D1	chr11	18606403	18634791	NA	-
TMEM86A	chr11	18693122	18704785	NA	+
ZDHHC13	chr11	19117099	19176422	NA	+
E2F8	chr11	19224063	19241620	NA	-
NAV2	chr11	19350724	20121601	NA	+
HTATIP2	chr11	20363685	20383782	NA	+
PRMT3	chr11	20387558	20509338	NA	+
ANO5	chr11	21782659	22283567	NA	+
FANCF	chr11	22622533	22625823	NA	-
GAS2	chr11	22625509	22813055	NA	+
SVIP	chr11	22813799	22830299	NA	-
CCDC34	chr11	27330827	27363234	NA	-
LGR4	chr11	27365961	27472790	NA	-
LIN7C	chr11	27494418	27506769	NA	-
BDNF	chr11	27654893	27722058	NA	-
KIF18A	chr11	28020619	28108156	NA	-
METTL15	chr11	28108248	28527041	NA	+
ARL14EP	chr11	30323104	30338223	NA	+
DNAJC24	chr11	31369840	31432835	NA	+
IMMP1L	chr11	31432401	31509645	NA	-
ELP4	chr11	31509755	31790324	NA	+
PAX6	chr11	31784779	31817961	NA	-
RCN1	chr11	32091074	32105722	NA	+
EIF3M	chr11	32583798	32606264	NA	+
CCDC73	chr11	32602721	32794662	NA	-
PRRG4	chr11	32829927	32858120	NA	+
QSER1	chr11	32892811	32993316	NA	+
DEPDC7	chr11	33015876	33033582	NA	+
TCP11L1	chr11	33039417	33105943	NA	+
CSTF3	chr11	33077188	33162371	NA	-
HIPK3	chr11	33256672	33357023	NA	+
CD59	chr11	33703010	33736479	NA	-
FBXO3	chr11	33740939	33774543	NA	-
LMO2	chr11	33858576	33892076	NA	-
CAPRIN1	chr11	34051731	34102610	NA	+
NAT10	chr11	34105617	34147670	NA	+
ABTB2	chr11	34150987	34358010	NA	-
CAT	chr11	34438934	34472060	NA	+
EHF	chr11	34621093	34663288	NA	+
APIP	chr11	34853094	34916379	NA	-
PDHX	chr11	34915829	35020591	NA	+
CD44	chr11	35138882	35232402	NA	+
FJX1	chr11	35618460	35620865	NA	+
TRIM44	chr11	35662775	35818007	NA	+
LDLRAD3	chr11	35943981	36232136	NA	+
COMMD9	chr11	36269284	36289449	NA	-
TRAF6	chr11	36483769	36510272	NA	-
RAG1	chr11	36510709	36593156	NA	+
RAG2	chr11	36575574	36598279	NA	-
API5	chr11	43311963	43344529	NA	+
TTC17	chr11	43358920	43494933	NA	+
HSD17B12	chr11	43680680	43856617	NA	+
ALKBH3	chr11	43880811	43920274	NA	+
ACCS	chr11	44065925	44084237	NA	+
EXT2	chr11	44095648	44251962	NA	+
ALX4	chr11	44260440	44310139	NA	-
CD82	chr11	44564427	44620358	NA	+
TSPAN18	chr11	44726465	44932423	NA	+
TP53I11	chr11	44885903	44951306	NA	-
PRDM11	chr11	45095806	45235110	NA	+
SYT13	chr11	45240302	45286341	NA	-
CHST1	chr11	45647689	45665622	NA	-
SLC35C1	chr11	45804072	45813016	NA	+
CRY2	chr11	45847118	45883248	NA	+
MAPK8IP1	chr11	45885651	45906465	NA	+
PEX16	chr11	45909663	45918812	NA	-
LARGE2	chr11	45921621	45929096	NA	+
PHF21A	chr11	45929319	46121454	NA	-
DGKZ	chr11	46332905	46380554	NA	+
MDK	chr11	46380756	46383837	NA	+
CHRM4	chr11	46383789	46391776	NA	-
AMBRA1	chr11	46396414	46594125	NA	-
HARBI1	chr11	46602861	46617909	NA	-
ATG13	chr11	46617527	46674818	NA	+
ARHGAP1	chr11	46677080	46700619	NA	-
ZNF408	chr11	46701030	46705912	NA	+
CKAP5	chr11	46743048	46846308	NA	-
LRP4	chr11	46856717	46918642	NA	-
C11orf49	chr11	46936689	47164385	NA	+
ARFGAP2	chr11	47164299	47177125	NA	-
PACSIN3	chr11	47177522	47186443	NA	-
DDB2	chr11	47214465	47239217	NA	+
ACP2	chr11	47239302	47248906	NA	-
NR1H3	chr11	47248300	47269033	NA	+
MADD	chr11	47269161	47330031	NA	+
SLC39A13	chr11	47407132	47416496	NA	+
PSMC3	chr11	47418769	47426473	NA	-
CELF1	chr11	47465933	47565569	NA	-
NDUFS3	chr11	47565336	47584562	NA	+
PTPMT1	chr11	47565430	47573461	NA	+
KBTBD4	chr11	47572197	47578976	NA	-
MTCH2	chr11	47617315	47642607	NA	-
FNBP4	chr11	47716494	47767443	NA	-
NUP160	chr11	47778087	47848555	NA	-
PTPRJ	chr11	47980558	48170841	NA	+
TNKS1BP1	chr11	57299638	57324952	NA	-
SSRP1	chr11	57325986	57335892	NA	-
PRG2	chr11	57386780	57390650	NA	-
SLC43A3	chr11	57406954	57427580	NA	-
RTN4RL2	chr11	57460528	57477534	NA	+
SLC43A1	chr11	57484534	57515780	NA	-
TIMM10	chr11	57528464	57530803	NA	-
UBE2L6	chr11	57551656	57568284	NA	-
SERPING1	chr11	57597387	57619171	NA	+
YPEL4	chr11	57645087	57649944	NA	-
CLP1	chr11	57648188	57661865	NA	+
ZDHHC5	chr11	57667747	57701182	NA	+
MED19	chr11	57703714	57712323	NA	-
TMX2-CTNND1	chr11	57712582	57818431	NA	+
TMX2	chr11	57712593	57740973	NA	+
SELENOH	chr11	57741250	57743554	NA	+
BTBD18	chr11	57743514	57751781	NA	-
CTNND1	chr11	57753243	57819546	NA	+
LPXN	chr11	58526871	58578220	NA	-
ZFP91	chr11	58579063	58621550	NA	+
ZFP91-CNTF	chr11	58579172	58624639	NA	+
CNTF	chr11	58622665	58625733	NA	+
FAM111B	chr11	59107185	59127412	NA	+
FAM111A	chr11	59142748	59155039	NA	+
DTX4	chr11	59171430	59208588	NA	+
OSBP	chr11	59574398	59615774	NA	-
PATL1	chr11	59636716	59669037	NA	-
STX3	chr11	59713456	59805882	NA	+
MRPL16	chr11	59806140	59810778	NA	-
TCN1	chr11	59852800	59866489	NA	-
MS4A15	chr11	60756867	60776733	NA	+
CCDC86	chr11	60842113	60851081	NA	+
PTGDR2	chr11	60850933	60855950	NA	-
PRPF19	chr11	60890547	60906585	NA	-
TMEM109	chr11	60914158	60923443	NA	+
TMEM132A	chr11	60924460	60937159	NA	+
SLC15A3	chr11	60937060	60952653	NA	-
VPS37C	chr11	61130257	61161615	NA	-
VWCE	chr11	61258286	61295316	NA	-
DDB1	chr11	61299451	61342596	NA	-
TKFC	chr11	61333220	61353295	NA	+
CYB561A3	chr11	61348754	61362283	NA	-
TMEM138	chr11	61362344	61369509	NA	+
TMEM216	chr11	61392360	61398863	NA	+
CPSF7	chr11	61402641	61430031	NA	-
SDHAF2	chr11	61430042	61446733	NA	+
PPP1R32	chr11	61481120	61490931	NA	+
SYT7	chr11	61513714	61581148	NA	-
DAGLA	chr11	61680391	61747001	NA	+
MYRF	chr11	61752636	61788518	NA	+
TMEM258	chr11	61768501	61792802	NA	-
FEN1	chr11	61792911	61797238	NA	+
FADS2	chr11	61792980	61867354	NA	+
FADS1	chr11	61799627	61829318	NA	-
FADS3	chr11	61873519	61892051	NA	-
RAB3IL1	chr11	61897301	61920269	NA	-
BEST1	chr11	61950063	61965515	NA	+
FTH1	chr11	61959718	61967634	NA	-
INCENP	chr11	62123998	62153169	NA	+
ASRGL1	chr11	62337448	62393412	NA	+
AHNAK	chr11	62433542	62556235	NA	-
EEF1G	chr11	62559596	62574086	NA	-
TUT1	chr11	62575045	62591637	NA	-
MTA2	chr11	62593214	62601865	NA	-
EML3	chr11	62602218	62612775	NA	-
ROM1	chr11	62611722	62615116	NA	+
B3GAT3	chr11	62615296	62622154	NA	-
GANAB	chr11	62624826	62646726	NA	-
INTS5	chr11	62646848	62653302	NA	-
C11orf98	chr11	62662817	62665210	NA	-
LBHD1	chr11	62662817	62672255	NA	-
CSKMT	chr11	62665309	62668496	NA	+
UQCC3	chr11	62670273	62673686	NA	+
UBXN1	chr11	62676498	62679117	NA	-
BSCL2	chr11	62689289	62709845	NA	-
HNRNPUL2-BSCL2	chr11	62690275	62727384	NA	-
GNG3	chr11	62707676	62709201	NA	+
HNRNPUL2	chr11	62712630	62727457	NA	-
TTC9C	chr11	62728069	62740293	NA	+
ZBTB3	chr11	62748319	62754184	NA	-
POLR2G	chr11	62761565	62766710	NA	+
TAF6L	chr11	62771357	62787342	NA	+
TMEM223	chr11	62771629	62792006	NA	-
TMEM179B	chr11	62787402	62790400	NA	+
NXF1	chr11	62792123	62806302	NA	-
STX5	chr11	62806860	62832051	NA	-
WDR74	chr11	62832342	62841809	NA	-
SLC3A2	chr11	62856004	62888880	NA	+
ATL3	chr11	63624087	63671921	NA	-
RTN3	chr11	63681446	63759891	NA	+
C11orf95	chr11	63759892	63768775	NA	-
SPINDOC	chr11	63813456	63827716	NA	+
MARK2	chr11	63838928	63911020	NA	+
RCOR2	chr11	63911230	63917164	NA	-
NAA40	chr11	63938959	63957319	NA	+
COX8A	chr11	63974620	63976543	NA	+
OTUB1	chr11	63985853	64001811	NA	+
MACROD1	chr11	63998558	64166113	NA	-
STIP1	chr11	64185272	64204543	NA	+
FERMT3	chr11	64206678	64223891	NA	+
TRPT1	chr11	64223799	64226254	NA	-
NUDT22	chr11	64225941	64230686	NA	+
DNAJC4	chr11	64230278	64234286	NA	+
VEGFB	chr11	64234584	64239264	NA	+
FKBP2	chr11	64241003	64244132	NA	+
PPP1R14B	chr11	64244479	64246943	NA	-
PLCB3	chr11	64251530	64269150	NA	+
BAD	chr11	64269830	64284704	NA	-
GPR137	chr11	64270062	64289500	NA	+
ESRRA	chr11	64305497	64316743	NA	+
TRMT112	chr11	64316460	64317559	NA	-
PRDX5	chr11	64318121	64321811	NA	+
CCDC88B	chr11	64340204	64357534	NA	+
RPS6KA4	chr11	64359148	64372215	NA	+
RASGRP2	chr11	64726911	64745456	NA	-
SF1	chr11	64764606	64778786	NA	-
MAP4K2	chr11	64784918	64803241	NA	-
MEN1	chr11	64803510	64811294	NA	-
CDC42BPG	chr11	64823052	64844653	NA	-
EHD1	chr11	64851642	64888296	NA	-
ATG2A	chr11	64894546	64917211	NA	-
PPP2R5B	chr11	64917553	64934475	NA	+
BATF2	chr11	64987945	64997018	NA	-
ARL2	chr11	65014160	65022184	NA	+
ARL2-SNX15	chr11	65014182	65040570	NA	+
SNX15	chr11	65027439	65040572	NA	+
SAC3D1	chr11	65040901	65044828	NA	+
NAALADL1	chr11	65044818	65058553	NA	-
CDCA5	chr11	65066300	65084164	NA	-
ZFPL1	chr11	65084210	65088398	NA	+
TMEM262	chr11	65084979	65089375	NA	-
VPS51	chr11	65089324	65111862	NA	+
TM7SF2	chr11	65111845	65116384	NA	+
ZNHIT2	chr11	65116403	65117701	NA	-
FAU	chr11	65120630	65122177	NA	-
SYVN1	chr11	65121780	65134532	NA	-
MRPL49	chr11	65122183	65127371	NA	+
SPDYC	chr11	65170154	65173244	NA	+
CAPN1	chr11	65180566	65212006	NA	+
POLA2	chr11	65261920	65305589	NA	+
CDC42EP2	chr11	65314866	65322417	NA	+
DPF2	chr11	65333852	65354262	NA	+
TIGD3	chr11	65354751	65357613	NA	+
SLC25A45	chr11	65375192	65383701	NA	-
FRMD8	chr11	65386621	65413525	NA	+
SCYL1	chr11	65525077	65538704	NA	+
LTBP3	chr11	65538559	65558930	NA	-
FAM89B	chr11	65572349	65574198	NA	+
EHBP1L1	chr11	65576046	65592650	NA	+
MAP3K11	chr11	65597756	65615382	NA	-
PCNX3	chr11	65615776	65637439	NA	+
SIPA1	chr11	65638101	65650918	NA	+
RELA	chr11	65653597	65663090	NA	-
KAT5	chr11	65711996	65719604	NA	+
RNASEH2C	chr11	65714005	65720818	NA	-
AP5B1	chr11	65773898	65780976	NA	-
OVOL1	chr11	65787063	65797214	NA	+
CFL1	chr11	65823022	65862026	NA	-
SNX32	chr11	65833834	65856896	NA	+
MUS81	chr11	65857126	65867653	NA	+
EFEMP2	chr11	65866441	65873592	NA	-
FIBP	chr11	65883740	65888531	NA	-
CCDC85B	chr11	65890673	65891635	NA	+
FOSL1	chr11	65892049	65900573	NA	-
C11orf68	chr11	65916810	65919062	NA	-
DRAP1	chr11	65919274	65921563	NA	+
SART1	chr11	65961728	65980137	NA	+
EIF1AD	chr11	65996545	66002176	NA	-
BANF1	chr11	66002228	66004149	NA	+
CST6	chr11	66012008	66013505	NA	+
CATSPER1	chr11	66016752	66026479	NA	-
SF3B2	chr11	66050729	66069308	NA	+
PACS1	chr11	66070272	66244744	NA	+
KLC2	chr11	66257294	66267860	NA	+
RAB1B	chr11	66268590	66277492	NA	+
CNIH2	chr11	66278175	66285301	NA	+
YIF1A	chr11	66284580	66289145	NA	-
TMEM151A	chr11	66291894	66296664	NA	+
RIN1	chr11	66330241	66336840	NA	-
BRMS1	chr11	66337333	66345125	NA	-
B4GAT1	chr11	66345374	66347629	NA	-
SLC29A2	chr11	66362521	66372214	NA	-
MRPL11	chr11	66435075	66466738	NA	-
PELI3	chr11	66466327	66477337	NA	+
DPP3	chr11	66480013	66509657	NA	+
BBS1	chr11	66510606	66533613	NA	+
ZDHHC24	chr11	66520637	66546235	NA	-
CCDC87	chr11	66590176	66593063	NA	-
CCS	chr11	66593153	66606019	NA	+
RBM14	chr11	66616626	66629934	NA	+
RBM14-RBM4	chr11	66616626	66646469	NA	+
RBM4	chr11	66638667	66668374	NA	+
RBM4B	chr11	66664998	66677887	NA	-
SPTBN2	chr11	66682497	66744670	NA	-
C11orf80	chr11	66744451	66843516	NA	+
RCE1	chr11	66842835	66846552	NA	+
PC	chr11	66848417	66958386	NA	-
LRFN4	chr11	66856647	66860475	NA	+
SYT12	chr11	67006778	67050863	NA	+
RHOD	chr11	67056847	67072017	NA	+
KDM2A	chr11	67119263	67258082	NA	+
GRK2	chr11	67266473	67286556	NA	+
ANKRD13D	chr11	67289300	67302485	NA	+
SSH3	chr11	67303478	67312607	NA	+
RAD9A	chr11	67317871	67398410	NA	+
POLD4	chr11	67350772	67356972	NA	-
CLCF1	chr11	67364168	67374177	NA	-
PPP1CA	chr11	67398181	67421183	NA	-
CARNS1	chr11	67414968	67425607	NA	+
RPS6KB2	chr11	67428460	67435401	NA	+
PTPRCAP	chr11	67435510	67437682	NA	-
CORO1B	chr11	67435510	67443821	NA	-
TMEM134	chr11	67461710	67469272	NA	-
AIP	chr11	67468174	67491154	NA	+
PITPNM1	chr11	67491768	67506263	NA	-
CDK2AP2	chr11	67506497	67508649	NA	-
GSTP1	chr11	67583742	67586656	NA	+
NDUFV1	chr11	67605653	67612554	NA	+
NUDT8	chr11	67627938	67629937	NA	-
UNC93B1	chr11	67991100	68004982	NA	-
ALDH3B1	chr11	68008578	68029282	NA	+
NDUFS8	chr11	68030617	68036644	NA	+
TCIRG1	chr11	68039025	68050895	NA	+
CHKA	chr11	68052859	68121444	NA	-
KMT5B	chr11	68154863	68213828	NA	-
C11orf24	chr11	68261338	68272001	NA	-
LRP5	chr11	68312591	68449275	NA	+
PPP6R3	chr11	68460731	68615334	NA	+
GAL	chr11	68683779	68691175	NA	+
TESMIN	chr11	68707440	68751520	NA	-
CPT1A	chr11	68754620	68844410	NA	-
MRPL21	chr11	68891276	68903835	NA	-
IGHMBP2	chr11	68903863	68940602	NA	+
TPCN2	chr11	69048932	69136316	NA	+
MYEOV	chr11	69294151	69367726	NA	+
CCND1	chr11	69641156	69654474	NA	+
FGF19	chr11	69698238	69704022	NA	-
ANO1	chr11	70078302	70189528	NA	+
FADD	chr11	70203296	70207390	NA	+
PPFIA1	chr11	70270690	70385312	NA	+
CTTN	chr11	70398404	70436584	NA	+
SHANK2	chr11	70467854	71252577	NA	-
DHCR7	chr11	71428193	71452868	NA	-
NADSYN1	chr11	71453109	71524107	NA	+
DEFB131B	chr11	71878453	71884561	NA	+
RNF121	chr11	71929018	71997597	NA	+
IL18BP	chr11	71998613	72005715	NA	+
NUMA1	chr11	72002864	72080693	NA	-
LRTOMT	chr11	72080337	72096895	NA	+
LAMTOR1	chr11	72085895	72103297	NA	-
ANAPC15	chr11	72106378	72112780	NA	-
FOLR1	chr11	72189558	72196323	NA	+
INPPL1	chr11	72223701	72239147	NA	+
CLPB	chr11	72285495	72434680	NA	-
PDE2A	chr11	72576141	72674591	NA	-
ARAP1	chr11	72685069	72793599	NA	-
STARD10	chr11	72754729	72794047	NA	-
ATG16L2	chr11	72814406	72843674	NA	+
FCHSD2	chr11	72836745	73142318	NA	-
P2RY2	chr11	73218281	73242427	NA	+
ARHGEF17	chr11	73308276	73369388	NA	+
RELT	chr11	73376399	73397474	NA	+
FAM168A	chr11	73400487	73598189	NA	-
PLEKHB1	chr11	73646178	73662819	NA	+
RAB6A	chr11	73675638	73761137	NA	-
MRPL48	chr11	73787872	73865133	NA	+
COA4	chr11	73872667	73876901	NA	-
PAAF1	chr11	73876699	73931114	NA	+
UCP2	chr11	73974672	73982843	NA	-
UCP3	chr11	74000277	74009085	NA	-
C2CD3	chr11	74012718	74171210	NA	-
PPME1	chr11	74171267	74254703	NA	+
P4HA3	chr11	74235801	74311640	NA	-
PGM2L1	chr11	74330316	74398433	NA	-
LIPT2	chr11	74490519	74493724	NA	-
POLD3	chr11	74493851	74669117	NA	+
RNF169	chr11	74748849	74842413	NA	+
XRRA1	chr11	74807739	74949200	NA	-
SPCS2	chr11	74949247	74979033	NA	+
NEU3	chr11	74988279	75018893	NA	+
ARRB1	chr11	75260122	75351705	NA	-
RPS3	chr11	75399515	75422280	NA	+
KLHL35	chr11	75422394	75433203	NA	-
GDPD5	chr11	75434640	75525941	NA	-
SERPINH1	chr11	75562056	75572783	NA	+
DGAT2	chr11	75759512	75801535	NA	+
UVRAG	chr11	75815210	76144232	NA	+
WNT11	chr11	76186325	76210736	NA	-
THAP12	chr11	76349898	76381132	NA	-
GVQW3	chr11	76381303	76414619	NA	+
EMSY	chr11	76444923	76553025	NA	+
TSKU	chr11	76782251	76798153	NA	+
ACER3	chr11	76860859	77026797	NA	+
CAPN5	chr11	77066961	77126155	NA	+
MYO7A	chr11	77128246	77215241	NA	+
PAK1	chr11	77322017	77474635	NA	-
CLNS1A	chr11	77514936	77637794	NA	-
AQP11	chr11	77589391	77610356	NA	+
RSF1	chr11	77660009	77820869	NA	-
AAMDC	chr11	77821109	77918432	NA	+
INTS4	chr11	77878720	77994671	NA	-
KCTD14	chr11	78015715	78046191	NA	-
NDUFC2-KCTD14	chr11	78016971	78079865	NA	-
NDUFC2	chr11	78068297	78079862	NA	-
ALG8	chr11	78095244	78139660	NA	-
KCTD21	chr11	78171249	78188626	NA	-
USP35	chr11	78188812	78215232	NA	+
GAB2	chr11	78215293	78418348	NA	-
NARS2	chr11	78435968	78574874	NA	-
PRCP	chr11	82822936	82970584	NA	-
DDIAS	chr11	82899975	82958277	NA	+
RAB30	chr11	82973133	83071923	NA	-
PCF11	chr11	83156988	83187451	NA	+
ANKRD42	chr11	83193712	83260694	NA	+
CCDC90B	chr11	83259097	83286407	NA	-
TMEM126B	chr11	85628573	85636539	NA	+
TMEM126A	chr11	85647967	85656547	NA	+
CREBZF	chr11	85657742	85682908	NA	-
SYTL2	chr11	85694224	85811159	NA	-
PICALM	chr11	85957175	86069882	NA	-
EED	chr11	86244753	86278813	NA	+
HIKESHI	chr11	86302211	86345943	NA	+
PRSS23	chr11	86791059	86952910	NA	+
FZD4	chr11	86945679	86955395	NA	-
TMEM135	chr11	87037844	87328824	NA	+
RAB38	chr11	88113251	88175443	NA	-
CTSC	chr11	88265069	88359684	NA	-
NAALAD2	chr11	90131515	90192894	NA	+
CHORDC1	chr11	90200429	90223077	NA	-
SLC36A4	chr11	93144174	93197991	NA	-
SMCO4	chr11	93478472	93543391	NA	-
CEP295	chr11	93661682	93730358	NA	+
TAF1D	chr11	93729948	93784391	NA	-
C11orf54	chr11	93741591	93764749	NA	+
MED17	chr11	93784227	93814963	NA	+
PANX1	chr11	94128841	94181968	NA	+
MRE11	chr11	94415570	94493885	NA	-
ANKRD49	chr11	94493979	94499578	NA	+
PIWIL4	chr11	94543840	94621421	NA	+
FUT4	chr11	94543921	94549895	NA	+
AMOTL1	chr11	94706431	94876748	NA	+
CWC15	chr11	94962620	94973586	NA	-
KDM4D	chr11	94973709	94999519	NA	+
SRSF8	chr11	95066919	95071225	NA	+
ENDOD1	chr11	95089846	95132645	NA	+
SESN3	chr11	95165513	95232541	NA	-
FAM76B	chr11	95768953	95790409	NA	-
CEP57	chr11	95789965	95832693	NA	+
MTMR2	chr11	95821766	95925315	NA	-
MAML2	chr11	95976598	96343195	NA	-
CCDC82	chr11	96349241	96389956	NA	-
JRKL	chr11	96389989	96507574	NA	+
ARHGAP42	chr11	100687288	100993941	NA	+
CEP126	chr11	101915010	102001062	NA	+
YAP1	chr11	102110447	102233424	NA	+
BIRC3	chr11	102317450	102339403	NA	+
BIRC2	chr11	102347211	102378670	NA	+
TMEM123	chr11	102396332	102470384	NA	-
MMP7	chr11	102520508	102530750	NA	-
DCUN1D5	chr11	103050686	103092194	NA	-
DYNC2H1	chr11	103109410	103479863	NA	+
CASP4	chr11	104942866	104969366	NA	-
MSANTD4	chr11	105995623	106022403	NA	-
KBTBD3	chr11	106051098	106077459	NA	-
AASDHPPT	chr11	106075501	106098699	NA	+
CWF19L2	chr11	107326345	107457844	NA	-
ALKBH8	chr11	107502727	107565742	NA	-
ELMOD1	chr11	107591091	107666779	NA	+
SLC35F2	chr11	107790991	107928293	NA	-
CUL5	chr11	108008898	108107761	NA	+
ACAT1	chr11	108116695	108147603	NA	+
NPAT	chr11	108157215	108222638	NA	-
ATM	chr11	108223044	108369102	NA	+
C11orf65	chr11	108308519	108467531	NA	-
EXPH5	chr11	108505435	108593768	NA	-
DDX10	chr11	108665069	108940927	NA	+
RDX	chr11	109864295	110296712	NA	-
ZC3H12C	chr11	110093392	110171841	NA	+
FDX1	chr11	110429948	110464884	NA	+
SIK2	chr11	111602449	111730855	NA	+
PPP2R1B	chr11	111726908	111766389	NA	-
ALG9	chr11	111782195	111871581	NA	-
FDXACB1	chr11	111874056	111881243	NA	-
C11orf1	chr11	111878935	111885975	NA	+
HSPB2-C11orf52	chr11	111912736	111926871	NA	+
C11orf52	chr11	111918032	111926871	NA	+
DIXDC1	chr11	111927144	112022653	NA	+
DLAT	chr11	112025408	112064404	NA	+
PIH1D2	chr11	112063218	112074274	NA	-
NKAPD1	chr11	112074086	112085150	NA	+
TIMM8B	chr11	112084800	112086798	NA	-
SDHD	chr11	112086824	112120016	NA	+
IL18	chr11	112143253	112164096	NA	-
BCO2	chr11	112175510	112224699	NA	+
PTS	chr11	112226367	112269955	NA	+
TTC12	chr11	113314579	113383544	NA	+
ZW10	chr11	113733187	113773735	NA	-
USP28	chr11	113797874	113875570	NA	-
C11orf71	chr11	114391443	114400511	NA	-
RBM7	chr11	114400030	114414203	NA	+
REXO2	chr11	114439435	114450279	NA	+
BUD13	chr11	116748170	116772987	NA	-
ZPR1	chr11	116773799	116788039	NA	-
SIK3	chr11	116843402	117098437	NA	-
PAFAH1B2	chr11	117144284	117176894	NA	+
SIDT2	chr11	117178736	117197445	NA	+
TAGLN	chr11	117199370	117207464	NA	+
PCSK7	chr11	117204337	117232525	NA	-
RNF214	chr11	117232625	117286454	NA	+
BACE1	chr11	117285232	117316259	NA	-
CEP164	chr11	117314557	117413266	NA	+
FXYD6-FXYD2	chr11	117820163	117876667	NA	-
FXYD6	chr11	117836976	117877486	NA	-
IL10RA	chr11	117986370	118003037	NA	+
MPZL3	chr11	118226690	118252365	NA	-
MPZL2	chr11	118253416	118264536	NA	-
UBE4A	chr11	118359600	118399211	NA	+
ATP5MG	chr11	118401606	118431496	NA	+
KMT2A	chr11	118436490	118526832	NA	+
TTC36	chr11	118527472	118531197	NA	+
TMEM25	chr11	118531041	118547280	NA	+
IFT46	chr11	118544528	118572970	NA	-
ARCN1	chr11	118572390	118603033	NA	+
PHLDB1	chr11	118606440	118658031	NA	+
TREH	chr11	118657316	118679690	NA	-
DDX6	chr11	118747763	118791164	NA	-
CXCR5	chr11	118883892	118897787	NA	+
BCL9L	chr11	118893875	118925926	NA	-
UPK2	chr11	118925164	118958559	NA	+
RPS25	chr11	119015712	119018691	NA	-
TRAPPC4	chr11	119018763	119025454	NA	+
SLC37A4	chr11	119024114	119030906	NA	-
HYOU1	chr11	119044188	119057227	NA	-
VPS11	chr11	119067818	119081972	NA	+
HMBS	chr11	119084866	119093549	NA	+
DPAGT1	chr11	119096025	119108331	NA	-
C2CD2L	chr11	119102198	119118544	NA	+
HINFP	chr11	119121580	119136059	NA	+
ABCG4	chr11	119149052	119162653	NA	+
NLRX1	chr11	119166568	119184016	NA	+
CCDC153	chr11	119189638	119196769	NA	-
CBL	chr11	119206298	119313926	NA	+
MCAM	chr11	119308529	119321521	NA	-
RNF26	chr11	119334527	119337309	NA	+
USP2	chr11	119355215	119381711	NA	-
NECTIN1	chr11	119623408	119729200	NA	-
OAF	chr11	120211032	120230334	NA	+
ARHGEF12	chr11	120336413	120489937	NA	+
GRIK4	chr11	120511746	120988906	NA	+
TBCEL	chr11	121024072	121090776	NA	+
TECTA	chr11	121101243	121191490	NA	+
SC5D	chr11	121292681	121313410	NA	+
SORL1	chr11	121452314	121633763	NA	+
BLID	chr11	122115340	122116215	NA	-
UBASH3B	chr11	122655722	122814473	NA	+
JHY	chr11	122882683	122963862	NA	+
HSPA8	chr11	123057489	123063230	NA	-
CLMP	chr11	123069872	123195248	NA	-
GRAMD1B	chr11	123358428	123627774	NA	+
ZNF202	chr11	123723914	123741675	NA	-
VWA5A	chr11	124115404	124147721	NA	+
TBRG1	chr11	124622836	124635926	NA	+
SIAE	chr11	124633113	124695707	NA	-
SPA17	chr11	124673844	124697518	NA	+
NRGN	chr11	124739942	124747210	NA	+
VSIG2	chr11	124747474	124752255	NA	-
ESAM	chr11	124752583	124762290	NA	-
MSANTD2	chr11	124766498	124800706	NA	-
ROBO3	chr11	124865432	124881471	NA	+
CCDC15	chr11	124954121	125041489	NA	+
SLC37A2	chr11	125063302	125090516	NA	+
TMEM218	chr11	125094389	125111763	NA	-
FEZ1	chr11	125442881	125592568	NA	-
EI24	chr11	125569280	125584684	NA	+
STT3A	chr11	125591712	125625215	NA	+
CHEK1	chr11	125625163	125676255	NA	+
ACRV1	chr11	125671522	125680874	NA	-
HYLS1	chr11	125883614	125900646	NA	+
PUS3	chr11	125893485	125903221	NA	-
CDON	chr11	125955796	126063335	NA	-
RPUSD4	chr11	126202096	126211692	NA	-
FAM118B	chr11	126211724	126262984	NA	+
SRPRA	chr11	126262938	126269144	NA	-
FOXRED1	chr11	126269055	126278131	NA	+
TIRAP	chr11	126283065	126298845	NA	+
DCPS	chr11	126304060	126350005	NA	+
ST3GAL4	chr11	126355640	126440344	NA	+
ETS1	chr11	128458761	128587558	NA	-
C11orf45	chr11	128899565	128906035	NA	-
ARHGAP32	chr11	128965060	129279324	NA	-
NFRKB	chr11	129863636	129895590	NA	-
PRDM10	chr11	129899706	130002835	NA	-
APLP2	chr11	130068147	130144811	NA	+
ST14	chr11	130159782	130210362	NA	+
ZBTB44	chr11	130226677	130314917	NA	-
ADAMTS15	chr11	130448645	130476645	NA	+
SNX19	chr11	130866250	130916479	NA	-
IGSF9B	chr11	133896438	133956968	NA	-
JAM3	chr11	134069071	134152001	NA	+
NCAPD3	chr11	134150113	134225454	NA	-
VPS26B	chr11	134224671	134247788	NA	+
THYN1	chr11	134248279	134253370	NA	-
ACAD8	chr11	134253548	134265855	NA	+
